|naics02|2002_naics_title|naics97|1997_naics_title|explanation_of_parts|filename|end|start
353|325520.0|Adhesive Manufacturing|325520.0|Adhesive Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
354|325611.0|Soap and Other Detergent Manufacturing|325611.0|Soap and Other Detergent Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
355|325612.0|Polish and Other Sanitation Good Manufacturing|325612.0|Polish and Other Sanitation Good Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
356|325613.0|Surface Active Agent Manufacturing|325613.0|Surface Active Agent Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
357|325620.0|Toilet Preparation Manufacturing|325620.0|Toilet Preparation Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
358|325910.0|Printing Ink Manufacturing|325910.0|Printing Ink Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
359|325920.0|Explosives Manufacturing|325920.0|Explosives Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
360|325991.0|Custom Compounding of Purchased Resins|325991.0|Custom Compounding of Purchased Resins||2002_NAICS_to_1997_NAICS.xls|1997|2002
361|325992.0|Photographic Film, Paper, Plate, and Chemical Manufacturing|325992.0|Photographic Film, Paper, Plate, and Chemical Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
362|325998.0|All Other Miscellaneous Chemical Product and Preparation Manufacturing|325998.0|All Other Miscellaneous Chemical Product and Preparation Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
363|326111.0|Plastics Bag Manufacturing|326111.0|Unsupported Plastics Bag Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
364|326112.0|Plastics Packaging Film and Sheet (including Laminated) Manufacturing|326112.0|Unsupported Plastics Packaging Film and Sheet Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
365|326113.0|Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing|326113.0|Unsupported Plastics Film and Sheet (except Packaging) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
366|326121.0|Unlaminated Plastics Profile Shape Manufacturing|326121.0|Unsupported Plastics Profile Shapes Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
367|326122.0|Plastics Pipe and Pipe Fitting Manufacturing|326122.0|Plastics Pipe and Pipe Fitting Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
368|326130.0|Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing|326130.0|Laminated Plastics Plate, Sheet, and Shape Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
369|326140.0|Polystyrene Foam Product Manufacturing|326140.0|Polystyrene Foam Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
370|326150.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing|326150.0|Urethane and Other Foam Product (except Polystyrene) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
371|326160.0|Plastics Bottle Manufacturing|326160.0|Plastics Bottle Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
372|326191.0|Plastics Plumbing Fixture Manufacturing|326191.0|Plastics Plumbing Fixture Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
373|326192.0|Resilient Floor Covering Manufacturing|326192.0|Resilient Floor Covering Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
374|326199.0|All Other Plastics Product Manufacturing|326199.0|All Other Plastics Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
375|326211.0|Tire Manufacturing (except Retreading)|326211.0|Tire Manufacturing (except Retreading)||2002_NAICS_to_1997_NAICS.xls|1997|2002
376|326212.0|Tire Retreading|326212.0|Tire Retreading||2002_NAICS_to_1997_NAICS.xls|1997|2002
377|326220.0|Rubber and Plastics Hoses and Belting Manufacturing|326220.0|Rubber and Plastics Hoses and Belting Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
378|326291.0|Rubber Product Manufacturing for Mechanical Use|326291.0|Rubber Product Manufacturing for Mechanical Use||2002_NAICS_to_1997_NAICS.xls|1997|2002
379|326299.0|All Other Rubber Product Manufacturing|326299.0|All Other Rubber Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
380|327111.0|Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing|327111.0|Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
381|327112.0|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing|327112.0|Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
382|327113.0|Porcelain Electrical Supply Manufacturing|327113.0|Porcelain Electrical Supply Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
383|327121.0|Brick and Structural Clay Tile Manufacturing|327121.0|Brick and Structural Clay Tile Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
384|327122.0|Ceramic Wall and Floor Tile Manufacturing|327122.0|Ceramic Wall and Floor Tile Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
385|327123.0|Other Structural Clay Product Manufacturing|327123.0|Other Structural Clay Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
386|327124.0|Clay Refractory Manufacturing|327124.0|Clay Refractory Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
387|327125.0|Nonclay Refractory Manufacturing|327125.0|Nonclay Refractory Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
388|327211.0|Flat Glass Manufacturing|327211.0|Flat Glass Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
389|327212.0|Other Pressed and Blown Glass and Glassware Manufacturing|327212.0|Other Pressed and Blown Glass and Glassware Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
390|327213.0|Glass Container Manufacturing|327213.0|Glass Container Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
391|327215.0|Glass Product Manufacturing Made of Purchased Glass|327215.0|Glass Product Manufacturing Made of Purchased Glass||2002_NAICS_to_1997_NAICS.xls|1997|2002
392|327310.0|Cement Manufacturing|327310.0|Cement Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
393|327320.0|Ready-Mix Concrete Manufacturing|327320.0|Ready-Mix Concrete Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
394|327331.0|Concrete Block and Brick Manufacturing|327331.0|Concrete Block and Brick Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
395|327332.0|Concrete Pipe Manufacturing|327332.0|Concrete Pipe Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
396|327390.0|Other Concrete Product Manufacturing|327390.0|Other Concrete Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
397|327410.0|Lime Manufacturing|327410.0|Lime Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
398|327420.0|Gypsum Product Manufacturing|327420.0|Gypsum Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
399|327910.0|Abrasive Product Manufacturing|327910.0|Abrasive Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
400|327991.0|Cut Stone and Stone Product Manufacturing|327991.0|Cut Stone and Stone Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
401|327992.0|Ground or Treated Mineral and Earth Manufacturing|327992.0|Ground or Treated Mineral and Earth Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
402|327993.0|Mineral Wool Manufacturing|327993.0|Mineral Wool Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
403|327999.0|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing|327999.0|All Other Miscellaneous Nonmetallic Mineral Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
404|331111.0|Iron and Steel Mills|331111.0|Iron and Steel Mills||2002_NAICS_to_1997_NAICS.xls|1997|2002
405|331112.0|Electrometallurgical Ferroalloy Product Manufacturing|331112.0|Electrometallurgical Ferroalloy Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
406|331210.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel|331210.0|Iron and Steel Pipe and Tube Manufacturing from Purchased Steel||2002_NAICS_to_1997_NAICS.xls|1997|2002
407|331221.0|Rolled Steel Shape Manufacturing|331221.0|Rolled Steel Shape Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
408|331222.0|Steel Wire Drawing|331222.0|Steel Wire Drawing||2002_NAICS_to_1997_NAICS.xls|1997|2002
409|331311.0|Alumina Refining|331311.0|Alumina Refining||2002_NAICS_to_1997_NAICS.xls|1997|2002
410|331312.0|Primary Aluminum Production|331312.0|Primary Aluminum Production||2002_NAICS_to_1997_NAICS.xls|1997|2002
411|331314.0|Secondary Smelting and Alloying of Aluminum|331314.0|Secondary Smelting and Alloying of Aluminum||2002_NAICS_to_1997_NAICS.xls|1997|2002
412|331315.0|Aluminum Sheet, Plate, and Foil Manufacturing|331315.0|Aluminum Sheet, Plate, and Foil Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
413|331316.0|Aluminum Extruded Product Manufacturing|331316.0|Aluminum Extruded Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
414|331319.0|Other Aluminum Rolling and Drawing|331319.0|Other Aluminum Rolling and Drawing||2002_NAICS_to_1997_NAICS.xls|1997|2002
415|331411.0|Primary Smelting and Refining of Copper|331411.0|Primary Smelting and Refining of Copper||2002_NAICS_to_1997_NAICS.xls|1997|2002
416|331419.0|Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)|331419.0|Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum)||2002_NAICS_to_1997_NAICS.xls|1997|2002
417|331421.0|Copper Rolling, Drawing, and Extruding|331421.0|Copper Rolling, Drawing, and Extruding||2002_NAICS_to_1997_NAICS.xls|1997|2002
418|331422.0|Copper Wire (except Mechanical) Drawing|331422.0|Copper Wire (except Mechanical) Drawing||2002_NAICS_to_1997_NAICS.xls|1997|2002
419|331423.0|Secondary Smelting, Refining, and Alloying of Copper|331423.0|Secondary Smelting, Refining, and Alloying of Copper||2002_NAICS_to_1997_NAICS.xls|1997|2002
420|331491.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding|331491.0|Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding||2002_NAICS_to_1997_NAICS.xls|1997|2002
421|331492.0|Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)|331492.0|Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)||2002_NAICS_to_1997_NAICS.xls|1997|2002
422|331511.0|Iron Foundries|331511.0|Iron Foundries||2002_NAICS_to_1997_NAICS.xls|1997|2002
423|331512.0|Steel Investment Foundries|331512.0|Steel Investment Foundries||2002_NAICS_to_1997_NAICS.xls|1997|2002
424|331513.0|Steel Foundries (except Investment)|331513.0|Steel Foundries (except Investment)||2002_NAICS_to_1997_NAICS.xls|1997|2002
425|331521.0|Aluminum Die-Casting Foundries|331521.0|Aluminum Die-Casting Foundries||2002_NAICS_to_1997_NAICS.xls|1997|2002
426|331522.0|Nonferrous (except Aluminum) Die-Casting Foundries|331522.0|Nonferrous (except Aluminum) Die-Casting Foundries||2002_NAICS_to_1997_NAICS.xls|1997|2002
427|331524.0|Aluminum Foundries (except Die-Casting)|331524.0|Aluminum Foundries (except Die-Casting)||2002_NAICS_to_1997_NAICS.xls|1997|2002
428|331525.0|Copper Foundries (except Die-Casting)|331525.0|Copper Foundries (except Die-Casting)||2002_NAICS_to_1997_NAICS.xls|1997|2002
429|331528.0|Other Nonferrous Foundries (except Die-Casting)|331528.0|Other Nonferrous Foundries (except Die-Casting)||2002_NAICS_to_1997_NAICS.xls|1997|2002
430|332111.0|Iron and Steel Forging|332111.0|Iron and Steel Forging||2002_NAICS_to_1997_NAICS.xls|1997|2002
431|332112.0|Nonferrous Forging|332112.0|Nonferrous Forging||2002_NAICS_to_1997_NAICS.xls|1997|2002
432|332114.0|Custom Roll Forming|332114.0|Custom Roll Forming||2002_NAICS_to_1997_NAICS.xls|1997|2002
433|332115.0|Crown and Closure Manufacturing|332115.0|Crown and Closure Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
434|332116.0|Metal Stamping|332116.0|Metal Stamping||2002_NAICS_to_1997_NAICS.xls|1997|2002
435|332117.0|Powder Metallurgy Part Manufacturing|332117.0|Powder Metallurgy Part Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
436|332211.0|Cutlery and Flatware (except Precious) Manufacturing|332211.0|Cutlery and Flatware (except Precious) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
437|332212.0|Hand and Edge Tool Manufacturing|332212.0|Hand and Edge Tool Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
438|332213.0|Saw Blade and Handsaw Manufacturing|332213.0|Saw Blade and Handsaw Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
439|332214.0|Kitchen Utensil, Pot, and Pan Manufacturing|332214.0|Kitchen Utensil, Pot, and Pan Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
440|332311.0|Prefabricated Metal Building and Component Manufacturing|332311.0|Prefabricated Metal Building and Component Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
441|332312.0|Fabricated Structural Metal Manufacturing|332312.0|Fabricated Structural Metal Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
442|332313.0|Plate Work Manufacturing|332313.0|Plate Work Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
443|332321.0|Metal Window and Door Manufacturing|332321.0|Metal Window and Door Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
444|332322.0|Sheet Metal Work Manufacturing|332322.0|Sheet Metal Work Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
445|332323.0|Ornamental and Architectural Metal Work Manufacturing|332323.0|Ornamental and Architectural Metal Work Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
446|332410.0|Power Boiler and Heat Exchanger Manufacturing|332410.0|Power Boiler and Heat Exchanger Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
447|332420.0|Metal Tank (Heavy Gauge) Manufacturing|332420.0|Metal Tank (Heavy Gauge) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
448|332431.0|Metal Can Manufacturing|332431.0|Metal Can Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
449|332439.0|Other Metal Container Manufacturing|332439.0|Other Metal Container Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
450|332510.0|Hardware Manufacturing|332510.0|Hardware Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
451|332611.0|Spring (Heavy Gauge) Manufacturing|332611.0|Spring (Heavy Gauge) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
452|332612.0|Spring (Light Gauge) Manufacturing|332612.0|Spring (Light Gauge) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
453|332618.0|Other Fabricated Wire Product Manufacturing|332618.0|Other Fabricated Wire Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
454|332710.0|Machine Shops|332710.0|Machine Shops||2002_NAICS_to_1997_NAICS.xls|1997|2002
455|332721.0|Precision Turned Product Manufacturing|332721.0|Precision Turned Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
456|332722.0|Bolt, Nut, Screw, Rivet, and Washer Manufacturing|332722.0|Bolt, Nut, Screw, Rivet, and Washer Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
457|332811.0|Metal Heat Treating|332811.0|Metal Heat Treating||2002_NAICS_to_1997_NAICS.xls|1997|2002
458|332812.0|Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers|332812.0|Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers||2002_NAICS_to_1997_NAICS.xls|1997|2002
459|332813.0|Electroplating, Plating, Polishing, Anodizing, and Coloring|332813.0|Electroplating, Plating, Polishing, Anodizing, and Coloring||2002_NAICS_to_1997_NAICS.xls|1997|2002
460|332911.0|Industrial Valve Manufacturing|332911.0|Industrial Valve Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
461|332912.0|Fluid Power Valve and Hose Fitting Manufacturing|332912.0|Fluid Power Valve and Hose Fitting Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
462|332913.0|Plumbing Fixture Fitting and Trim Manufacturing|332913.0|Plumbing Fixture Fitting and Trim Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
463|332919.0|Other Metal Valve and Pipe Fitting Manufacturing|332919.0|Other Metal Valve and Pipe Fitting Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
464|332991.0|Ball and Roller Bearing Manufacturing|332991.0|Ball and Roller Bearing Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
465|332992.0|Small Arms Ammunition Manufacturing|332992.0|Small Arms Ammunition Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
466|332993.0|Ammunition (except Small Arms) Manufacturing|332993.0|Ammunition (except Small Arms) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
467|332994.0|Small Arms Manufacturing|332994.0|Small Arms Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
468|332995.0|Other Ordnance and Accessories Manufacturing|332995.0|Other Ordnance and Accessories Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
469|332996.0|Fabricated Pipe and Pipe Fitting Manufacturing|332996.0|Fabricated Pipe and Pipe Fitting Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
470|332997.0|Industrial Pattern Manufacturing|332997.0|Industrial Pattern Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
471|332998.0|Enameled Iron and Metal Sanitary Ware Manufacturing|332998.0|Enameled Iron and Metal Sanitary Ware Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
472|332999.0|All Other Miscellaneous Fabricated Metal Product Manufacturing|332999.0|All Other Miscellaneous Fabricated Metal Product Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
473|333111.0|Farm Machinery and Equipment Manufacturing|333111.0|Farm Machinery and Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
474|333112.0|Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing|333112.0|Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
475|333120.0|Construction Machinery Manufacturing|333120.0|Construction Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
476|333131.0|Mining Machinery and Equipment Manufacturing|333131.0|Mining Machinery and Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
477|333132.0|Oil and Gas Field Machinery and Equipment Manufacturing|333132.0|Oil and Gas Field Machinery and Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
478|333210.0|Sawmill and Woodworking Machinery Manufacturing|333210.0|Sawmill and Woodworking Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
479|333220.0|Plastics and Rubber Industry Machinery Manufacturing|333220.0|Plastics and Rubber Industry Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
480|333291.0|Paper Industry Machinery Manufacturing|333291.0|Paper Industry Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
481|333292.0|Textile Machinery Manufacturing|333292.0|Textile Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
482|333293.0|Printing Machinery and Equipment Manufacturing|333293.0|Printing Machinery and Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
483|333294.0|Food Product Machinery Manufacturing|333294.0|Food Product Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
484|333295.0|Semiconductor Machinery Manufacturing|333295.0|Semiconductor Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
485|333298.0|All Other Industrial Machinery Manufacturing|333298.0|All Other Industrial Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
486|333311.0|Automatic Vending Machine Manufacturing|333311.0|Automatic Vending Machine Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
487|333312.0|Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing|333312.0|Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
488|333313.0|Office Machinery Manufacturing|333313.0|Office Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
489|333314.0|Optical Instrument and Lens Manufacturing|333314.0|Optical Instrument and Lens Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
490|333315.0|Photographic and Photocopying Equipment Manufacturing|333315.0|Photographic and Photocopying Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
491|333319.0|Other Commercial and Service Industry Machinery Manufacturing|333319.0|Other Commercial and Service Industry Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
492|333411.0|Air Purification Equipment Manufacturing|333411.0|Air Purification Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
493|333412.0|Industrial and Commercial Fan and Blower Manufacturing|333412.0|Industrial and Commercial Fan and Blower Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
494|333414.0|Heating Equipment (except Warm Air Furnaces) Manufacturing|333414.0|Heating Equipment (except Warm Air Furnaces) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
495|333415.0|Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing|333415.0|Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
496|333511.0|Industrial Mold Manufacturing|333511.0|Industrial Mold Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
497|333512.0|Machine Tool (Metal Cutting Types) Manufacturing|333512.0|Machine Tool (Metal Cutting Types) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
498|333513.0|Machine Tool (Metal Forming Types) Manufacturing|333513.0|Machine Tool (Metal Forming Types) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
499|333514.0|Special Die and Tool, Die Set, Jig, and Fixture Manufacturing|333514.0|Special Die and Tool, Die Set, Jig, and Fixture Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
500|333515.0|Cutting Tool and Machine Tool Accessory Manufacturing|333515.0|Cutting Tool and Machine Tool Accessory Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
501|333516.0|Rolling Mill Machinery and Equipment Manufacturing|333516.0|Rolling Mill Machinery and Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
502|333518.0|Other Metalworking Machinery Manufacturing|333518.0|Other Metalworking Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
503|333611.0|Turbine and Turbine Generator Set Units Manufacturing|333611.0|Turbine and Turbine Generator Set Units Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
504|333612.0|Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing|333612.0|Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
505|333613.0|Mechanical Power Transmission Equipment Manufacturing|333613.0|Mechanical Power Transmission Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
506|333618.0|Other Engine Equipment Manufacturing|333618.0|Other Engine Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
507|333911.0|Pump and Pumping Equipment Manufacturing|333911.0|Pump and Pumping Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
508|333912.0|Air and Gas Compressor Manufacturing|333912.0|Air and Gas Compressor Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
509|333913.0|Measuring and Dispensing Pump Manufacturing|333913.0|Measuring and Dispensing Pump Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
510|333921.0|Elevator and Moving Stairway Manufacturing|333921.0|Elevator and Moving Stairway Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
511|333922.0|Conveyor and Conveying Equipment Manufacturing|333922.0|Conveyor and Conveying Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
512|333923.0|Overhead Traveling Crane, Hoist, and Monorail System Manufacturing|333923.0|Overhead Traveling Crane, Hoist, and Monorail System Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
513|333924.0|Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing|333924.0|Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
514|333991.0|Power-Driven Handtool Manufacturing|333991.0|Power-Driven Handtool Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
515|333992.0|Welding and Soldering Equipment Manufacturing|333992.0|Welding and Soldering Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
516|333993.0|Packaging Machinery Manufacturing|333993.0|Packaging Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
517|333994.0|Industrial Process Furnace and Oven Manufacturing|333994.0|Industrial Process Furnace and Oven Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
518|333995.0|Fluid Power Cylinder and Actuator Manufacturing|333995.0|Fluid Power Cylinder and Actuator Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
519|333996.0|Fluid Power Pump and Motor Manufacturing|333996.0|Fluid Power Pump and Motor Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
520|333997.0|Scale and Balance (except Laboratory) Manufacturing|333997.0|Scale and Balance (except Laboratory) Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
521|333999.0|All Other Miscellaneous General Purpose Machinery Manufacturing|333999.0|All Other Miscellaneous General Purpose Machinery Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
522|334111.0|Electronic Computer Manufacturing|334111.0|Electronic Computer Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
523|334112.0|Computer Storage Device Manufacturing|334112.0|Computer Storage Device Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
524|334113.0|Computer Terminal Manufacturing|334113.0|Computer Terminal Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
525|334119.0|Other Computer Peripheral Equipment Manufacturing|334119.0|Other Computer Peripheral Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
526|334210.0|Telephone Apparatus Manufacturing|334210.0|Telephone Apparatus Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
527|334220.0|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing|334220.0|Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
528|334290.0|Other Communications Equipment Manufacturing|334290.0|Other Communications Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
529|334310.0|Audio and Video Equipment Manufacturing|334310.0|Audio and Video Equipment Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
530|334411.0|Electron Tube Manufacturing|334411.0|Electron Tube Manufacturing||2002_NAICS_to_1997_NAICS.xls|1997|2002
